FIPS,clase,incidencia_edad,confianza_inferior,confianza_superior,recuento_anual,tendencia_reciente_incidencia,intervalo_inferior,intervalo_superior
35033,desconocido,0,0,0,0,0,0,0
35035,estable,58.5,51,66.8,45,1,-0.1,2
35037,estable,62.1,45.1,84.7,9,0.8,-1.6,3.3
35039,estable,34.8,27.5,43.5,16,-0.7,-2.8,1.5
35041,estable,55.2,41.1,72.5,10,-5.2,-10.7,0.6
35043,estable,40.4,35.7,45.5,58,-1.2,-2.4,0.1
35045,estable,44,38.8,49.7,53,-0.7,-1.6,0.2
35047,estable,37.3,28.9,47.7,14,-1.1,-2.5,0.4
35049,estable,31.7,28.1,35.7,59,-0.4,-1.6,0.9
35051,estable,55.1,43.5,70.9,16,-0.7,-2.5,1.1
35053,estable,47.8,35.3,63.7,10,-0.6,-3.1,2
35055,estable,35,27.5,44.1,16,-0.5,-2.2,1.3
35057,estable,49,36.3,65.1,11,-1.1,-2.8,0.5
35059,desconocido,0,0,0,0,0,0,0
35061,estable,50.8,44,58.3,42,-0.3,-1.6,1
36001,estable,73,69,77.2,258,-3.8,-11.1,4
36003,estable,76.9,67.2,87.7,46,2.5,-16.2,25.4
36005,estable,50.4,48.6,52.2,641,-3.5,-8.5,1.7
36007,estable,61.7,57.4,66.3,160,1.9,-8.1,12.9
36009,estable,75.8,68.3,83.9,77,-3.4,-18.6,14.6
36011,estable,77.7,70.1,85.9,79,-2.9,-19.6,17.4
36013,estable,67.9,62.5,73.6,122,-5.7,-13.7,2.9
36015,estable,77,69.8,84.7,88,0.8,-2.9,4.6
36017,estable,71.9,63,81.7,49,-0.2,-12.3,13.7
36019,estable,95.1,86.4,104.4,90,-0.4,-18.4,21.5
36021,creciente,79,71,87.8,74,6.2,3.6,9
36023,estable,79,68.7,90.5,43,-8.3,-19.4,4.3
36025,estable,68.9,60.5,78.2,51,-1.5,-7.2,4.5
36027,estable,64.7,61,68.7,226,-3.5,-7.1,0.2
36029,estable,76.2,74,78.6,886,0.1,-1.1,1.4
36031,estable,68,58.6,78.5,40,-2.4,-26.1,28.8
36033,estable,77.9,68.1,88.9,46,-6.9,-20.8,9.5
36035,estable,80,71,90,58,1.8,-5.3,9.5
36037,estable,80.4,71.5,90.2,61,-7.4,-16.6,2.8
36039,estable,72.7,63.9,82.4,51,7.3,-14,33.9
36041,estable,78.4,54,114.5,7,13,-28.3,78.1
36043,estable,71.1,63.4,79.7,63,5.3,-7.2,19.6
36045,estable,79.6,72.3,87.5,88,3.6,-0.5,7.9
36047,estable,49.3,48.1,50.6,1218,-1.1,-3.7,1.6
36049,estable,62.7,51.4,75.9,22,-4.5,-36.2,42.9
36051,estable,67.2,59.1,76.2,52,-4.2,-11.6,3.7
36053,estable,79.9,71.5,89,69,-2.7,-16,12.7
36055,decendiente,65.2,62.8,67.7,569,-3.3,-5.4,-1.2
36057,estable,81.1,71.4,91.8,53,3.9,-15,27.1
36059,estable,58.4,56.8,60.1,992,-1,-6.1,4.3
36061,estable,50.4,48.9,51.9,892,-0.3,-3.5,3
36063,estable,80.1,75.4,85,227,4.3,-6.2,16.1
36065,estable,79.9,75.4,84.6,245,-1.6,-5.9,2.9
36067,decendiente,78.2,74.9,81.6,432,-4,-4.7,-3.3
36069,estable,72.6,66.3,79.4,102,2.5,-6,11.8
36071,estable,67.8,64,71.7,248,0,-8.6,9.5
36073,estable,89.8,78.5,102.4,47,-1.7,-9.1,6.3
36075,estable,92.6,85.3,100.3,126,0.8,-4.1,6
36077,estable,66.5,58.7,75.1,55,0.5,-20.4,26.8
36079,estable,69,62.1,76.5,77,-6.4,-20.7,10.6
36081,decendiente,47.8,46.5,49,1161,-2.9,-4.8,-0.9
36083,estable,84,78.1,90.2,157,-1.6,-9.2,6.6
36085,estable,66.4,63.2,69.6,344,-3.7,-11.7,5
36087,estable,50.2,46.9,53.6,177,-2.3,-11.1,7.3
36089,decendiente,82.4,75.5,89.8,108,-12.2,-19.7,-3.9
36091,estable,72.2,67.6,77.1,188,-3.7,-14.1,8
36093,estable,70.9,65.5,76.6,135,-3.1,-11.9,6.6
36095,estable,65.1,54.7,77.2,29,-2.9,-27.9,30.8
36097,estable,70.3,56.4,86.9,18,-9.6,-27.9,13.3
36099,estable,81.3,69.8,94.3,37,-0.8,-19.6,22.4
36101,estable,80,73.2,87.4,104,0.1,-3.7,4
36103,estable,69.7,67.9,71.5,1195,-3,-6.2,0.4
36105,estable,71.9,64.5,80.1,71,-2.3,-12.2,8.6
36107,decendiente,64.4,56.1,73.7,44,-3,-5.6,-0.4
36109,estable,57.6,50.8,65.1,54,-0.4,-13.9,15.3
36111,estable,71.5,66.6,76.6,164,0.1,-10,11.3
36113,creciente,71.2,63.6,79.6,66,3.1,0.8,5.5
36115,decendiente,88.7,79.5,98.6,71,-7.6,-9.1,-6.1
36117,estable,72.8,65.9,80.2,84,5.9,-3.6,16.3
36119,estable,53.2,51.3,55.1,615,-2.4,-5.8,1
36121,estable,68.3,58.3,79.6,34,-3.4,-18.4,14.2
36123,estable,73.2,60.7,87.8,25,-4.8,-12.1,3.1
37001,estable,71.3,65.9,77,131,-1.1,-7.9,6.3
37003,estable,75.7,64.8,88.1,36,-6.5,-22.5,12.8
37005,estable,62.4,47.4,81.9,12,10.7,-20.4,54
